RECIPE TITLE,TOTAL COOKING TIME,PREPARATION TIME,COOKING TIME,RECIPE SERVINGS,LEVEL,INGREDIENTS,RECIPE LINK
Arsa Recipe,8 hrs 20 mins,8 hrs,20 mins,15.0,Easy,"['400 gms rice', '300 gms cane sugar', '600 ml mustard oil', 'Water (as required)']",https://food.ndtv.com/recipe-arsa-954529
Assorted Rice Kheer Sushi Recipe,1 hr 35 mins,20 mins,1 hr 15 mins,8.0,Medium,"['1 Cup Basmati Rice, soaked', '2 litre Milk', '1.5 cup Sugar', '2 tbsp Pistachio', '4 tbsp Almonds, chopped', '1 tsp Green Cardamoms(powdered)', '1/2 tsp Saffron', '2 tbsp Rose Water', '2 tbsp Rose Petals (dried)', '300 gram Dark Chocolate']",https://food.ndtv.com/recipe-assorted-rice-kheer-sushi-951251
Atta Biscuits Recipe,1 hr 05 mins,05 mins,1 hr,4.0,Intermediate,"['250 gms atta', '125 gms sugar or jaggery, powdered', '150 gms butter (chilled)', '1 tsp cardamom powder']",https://food.ndtv.com/recipe-atta-biscuits-99028
Atta Vegetable Dosa Recipe,25 mins,05 mins,20 mins,3.0,Easy,"['1 Cup whole wheat flour (atta)', '1/4 cup rice flour', '1/2 cup mixed vegetables (carrots, bell peppers, onions, etc.), finely chopped', '1-2  green chillies, finely chopped', 'A handful of fresh coriander leaves', 'A pinch of asafoetida (hing)', '1/2 tsp cumin seeds', 'Salt to taste', 'Oil or ghee for cooking']",https://food.ndtv.com/recipe-atta-vegetable-dosa-958308
Atta Vegetable Khichdi Recipe,25 mins,05 mins,20 mins,2.0,Easy,"['1 Cup whole wheat flour (atta)', 'Assorted vegetables (carrots, peas, beans, etc.)', '2 tbsp ghee (clarified butter)', '1 tsp cumin seeds', '1/2 tsp turmeric powder', '1/2 tsp cumin powder', '1/2 tsp coriander powder', 'Salt to taste', 'Water']",https://food.ndtv.com/recipe-atta-vegetable-khichdi-958332
Atte Ka Halwa Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['500 gms whole wheat flour', '300 gms ghee', '500 gms sugar', '100 ml water', '50 gms raisins', '5 gms cardamom (coarsely ground)', '10 gms almonds, sliced', '5 gms pistachios (for garnishing), sliced']",https://food.ndtv.com/recipe-atte-ka-halwa-952282
Atte Ki Pinni Recipe,30 mins,10 mins,20 mins,4.0,Easy,"['250 Gram Atta (wheat flour)', '250 gram Ghee', '250 gram Sugar', '1/2 cup Milk', '15 gram Green Cardamom Powder', '25 gram Cashew Nut', '25 gram Almond', '25 gram Raisins']",https://food.ndtv.com/recipe-atte-ki-pinni-898168
Atthe Mutton Curry Recipe,1 hr,10 mins,50 mins,2.0,Medium,"['1/2 Kg Mutton', '1/2 cup Ghee', '1/2 tsp Asafoetida', '1 tsp Cumin Seeds', '2-3  Dried red chillies', '1-2  Bay leaves', '2-3  Green Cardamom', '1-2  Black Cardamom', 'Medium Cinnamon Stick', '2  Onions Sliced', '1 tsp Red Chilli Powder', '1/2 tsp Haldi', '5-6  Garlic Cloves', 'Medium Ginger Piece', '8-10  Black Pepper Corns', '2-3  Green Chillies', 'Salt according to taste']",https://food.ndtv.com/recipe-atthe-mutton-curry-956043
Aubergine and Green Chili Salan Recipe,55 mins,15 mins,40 mins,2.0,Easy,"['2 1/2 Tbsp peanuts', '6  aubergines (slit till the stem)', '5  green chillies (halved)', '1 tsp red chilli powder', '1  onion, julienne', '1 tsp turmeric powder', '1 tsp fennel seeds', '1 tsp black pepper', '1/2 tsp coriander seeds', 'Coriander', '1/4  coconut, grated', '2 tsp poppy seeds', 'Onions', '7  Cloves', '1/2 tsp cumin seeds', '1 inch  ginger cut', '9  Garlic cloves (bashed)', '5 tbsp oil', '1/2  glass of water', '1  Lemon (squeezed)', 'For the kachumbar salad:', '1  Cucumber, chopped', '1  Tomato, chopped', '1  Radish, chopped', '1/2  Onion, finely chopped', '1/2 tsp red chilli powder', 'Salt (to flavour)', '1  Lemon (juiced)', 'Handful of coriander leaves']",https://food.ndtv.com/recipe-aubergine-and-green-chili-salan-467579
Avial Curry Recipe,35 mins,10 mins,25 mins,4.0,Easy,"['1 Cup drumsticks (shingh phali), chopped', '1 cup yam (jimikand), chopped', '1 cup carrots, chopped', '1 cup green beans, chopped', '1 cup tindora (tendli), chopped', '1 cup ash gourd (winter melon/ petha), chopped', '1 cup yellow pumpkin, chopped', '1  plantain, chopped', '1/4 tsp turmeric', 'Salt', '1/2 cup curd', '2 tsp coconut oil', '1 tsp cumin seeds', '1  spring curry leaves', 'For the coconut paste:', '3/4 cup freshly grated coconut', '1 tsp cumin seeds', '3  green chillies, sliced', 'Water (to make a paste)']",https://food.ndtv.com/recipe-avial-curry-417846
Awadhi Gosht Korma Recipe,2 hrs,15 mins,1 hr 45 mins,2.0,Medium,"['1 Kg mutton', '2 tbsp refined oil', '3-4  Green cardamom', '1 tsp whole cinnamon', '2  Black cardamoms', '2-3  Bay leaves', '1 tsp turmeric powder', '1/4 cup water', '1 tsp ginger-garlic paste', '1 tsp coriander powder', '1 tsp red chilli powder', '1 tsp garlic (ground), fried', '1 tsp onion (ground), fried', '3 tbsp yogurt (beaten)', '2 tsp gulab jal', '2 tsp garam masala', '1/2 tsp nutmeg-coriander powder', '1/2 tsp saffron, soaked', 'to taste salt', 'Few drops of  ittar', 'Wheat dough (for dum)', 'for garnishing fresh coriander', 'for garnishing ginger, julienne']",https://food.ndtv.com/recipe-awadhi-gosht-korma-953614
Babru Recipe,20 mins,10 mins,10 mins,5.0,Intermediate,"['1/2 Kg Black Gram Dal', '1 kg Flour', '1/2 tsp Baking Powder', 'According to taste  Salt', 'To fry  Refined Oil']",https://food.ndtv.com/recipe-babru-98846
Badaam Kheer Recipe,30 mins,05 mins,25 mins,2.0,Easy,"['1 Cup Almonds, blanched', '5 Cups Milk', '1/2 Cup Sugar', '2-3  Green cardamoms (crushed)', '1 tsp Saffron']",https://food.ndtv.com/recipe-badaam-kheer-219639
Badaam ki Barfi Recipe,30 mins,10 mins,20 mins,6.0,Easy,"['250 gms almonds (peeled), blanched', '1 cup sugar', '1 cup milk', 'Varq leaves', 'A greased plate to set the barfi in a greased rolling pin']",https://food.ndtv.com/recipe-badaam-ki-barfee-1-492590
Badam Aur Gulkand Ki Kulfi Recipe,1 hr 05 mins,20 mins,45 mins,4.0,Medium,"['200 gms almonds whole', '40 gms gulab ki patti', '1.5 litre full fat milk', '80 gms mawa (unsweetened)', '70 gms sugar', 'Few strands of saffron']",https://food.ndtv.com/recipe-badam-aur-gulkand-ki-kulfi-953479
Badam Ka Halwa Recipe,20 mins,10 mins,10 mins,4.0,Medium,"['250 Gram Almonds', '13 tbsp Desi Ghee', '10 tbsp Sugar']",https://food.ndtv.com/recipe-badam-halwa-709621
Badam Ki Phirni Recipe,25 mins,10 mins,15 mins,4.0,Easy,"['1 Cup almonds, peeled', '500 ml milk', '100 gram sugar', '2 tbsp rice', '1/2 tsp cardamom powder', '1 tbsp gulabjal']",https://food.ndtv.com/recipe-badam-ki-phirni-952498
Badam ka Kahwa Recipe,10 mins,05 mins,05 mins,4.0,Easy,"['2 Nos Green tea bags', '3 tbsp Almond slivers', '2 nos Cardamom', '1 stick  Cinnamon', '2  Cloves', '4 tsp Honey', '8 strands  Kesar']",https://food.ndtv.com/recipe-badam-ka-kahwa-952561
Bagara Egg Masala Recipe,25 mins,10 mins,15 mins,2.0,Easy,"['4 pcs Boiled Eggs', '4 tsp Roasted Peanuts', '2 tsp Sesame seeds', '1 cup Coconut (Grated)', '1 tsp Cumin seeds', '1/2 tsp Fenugreek seeds', '2 pcs Dry Red chillies', '4 cloves  Garlic (chopped)', '4 pcs Curry leaves', '2 pcs Green chillies', '1 tsp Coriander Powder', '1 tsp Turmeric powder', '1 tsp Garam Masala', '2 tsp Turmeric paste', 'to taste Salt', '2 tsp Oil', '1 cup water']",https://food.ndtv.com/recipe-bagara-egg-masala-955083
Baingan Sambhar Recipe,30 mins,05 mins,25 mins,4.0,Easy,"['2 Large brinjals (baingan)', '1 cup toor dal', '1 small piece of tamarind', '2  tomatoes, diced', '2 tbsp sambar powder', '1 tsp mustard seeds', '1/2 tsp fenugreek seeds', '10-12  curry leaves', 'A pinch of asafoetida (hing)', '2 tbsp vegetable oil', 'Salt to taste', 'Water, as needed']",https://food.ndtv.com/recipe-baingan-sambhar-958369
Bajra Dosa Recipe,4 hrs 20 mins,4 hrs 10 mins,10 mins,12.0,Easy,"['1 Cup Pearl Millet/Bajra', '1/2 cups rice', '1/2 cups urad dal', 'to taste Salt', 'Cooking oil as per requirement']",https://food.ndtv.com/recipe-bajra-dosa-954946
Bajra-Methi Missi Roti Recipe,20 mins,10 mins,10 mins,2.0,Easy,"['200 Gram Bajra flour', '100 gram Wheat flour', '250 gram Fenugreek leaves', '2  Garlic cloves, finely chopped', '1 tbsp Low fat curd', '1  Green chilli, chopped', '50 gram Low fat paneer', '2 tsp Coriander leaves, chopped', '1/2 tsp Haldi powder', '1/2 tsp Red chilli powder', 'to taste Salt']",https://food.ndtv.com/recipe-bajra-methi-missi-roti-952435
Bajre ka Thepla Recipe,40 mins,10 mins,30 mins,,Easy,"['1 1/2 cups bajre ka atta', '1/2 cup atta', '2 Tbsp oil', '1 Tbsp dried methi', '2 tsp salt', '2 tsp ginger', 'Green chillies - make paste with salt, ginger and garlic.', '1 tsp garlic', '2 tsp coriander powder', '1 tsp sugar', 'Yogurt to knead']",https://food.ndtv.com/recipe-bajre-ka-thepla-219229
Bajre ki Roti/Bhakri Recipe,1 hr 10 mins,10 mins,1 hr,4.0,Expert,"['Bajre ka Atta (finely ground)', 'Warm water', 'To serve  Ghee']",https://food.ndtv.com/recipe-bajre-ki-roti-bhakri-98860
Baked Karanji (Gujiya) Recipe,1 hr 20 mins,20 mins,1 hr,12.0,Medium,"['2 Cups Semolina', '1 tsp Cardamom powder', '1 tsp White butter', '1/2 cup Raisins', '1/2 cup Almonds (crushed)', '1 cup Brown sugar', '1 tsp Soda Bicarbonate', 'to taste Salt', '1 tsp Onion seeds', '1 cup Milk', '1 cup Wheat flour', '1/2 cup Honey']",https://food.ndtv.com/recipe-baked-karanji-374037
Baked Raw Banana Samosa Recipe,50 mins,10 mins,40 mins,2.0,Easy,"['100 gms onion, finely chopped', '5 gms ginger, chopped', '5 gms curry powder', '10 gms fresh coriander, chopped', '5 gms green chilli', '200 gms raw banana paste', '1 tbsp refined oil', '5 gms mustard seeds', '4  Phyllo sheets', 'to taste salt']",https://food.ndtv.com/recipe-baked-raw-banana-samosa-952370
Balushahi Recipe,40 mins,10 mins,30 mins,10.0,Easy,"['1/2 Kg maida', '1/8 tsp baking soda', '300 gms ghee', '1/2 kg sugar', 'Ghee (for deep-frying)']",https://food.ndtv.com/recipe-balushahi-219651
Bamboo Biryani Recipe,1 hr 30 mins,30 mins,1 hr,2.0,Medium,"['500 gms chicken', '2 tbsp salt', '1 tsp black pepper powder', '1/2 tsp turmeric powder', '1 tsp red chilli powder', '1 tsp coriander seeds powder', '1/2 tsp cumin seeds', '1 tsp biryani masala', '2 inch pieces  ginger', '10  Garlic cloves', '4  Green chillies', 'Coriander leaves', 'Mint leaves', '1/2 cup curd', '2 cups basmati rice', '4 tsp ghee/oil', 'Whole spices', 'Saffron water', 'Fried onions']",https://food.ndtv.com/recipe-bamboo-biryani-953676
Banana Appam Recipe,10 mins,05 mins,05 mins,4.0,Easy,"['2 ripe bananas, mashed', '1 cup rice flour', '1/2 cup jaggery, grated', '1/4 cup freshly grated coconut', '1/2 tsp cardamom powder', 'Pinch of salt', 'Water, as needed', 'Oil, for frying']",https://food.ndtv.com/recipe-banana-appam-958021
Banana Coconut Idli Recipe,45 mins,15 mins,30 mins,4.0,Easy,"['For banana idli:', '1 cup Idli batter', '4 tbsp jaggery powder', 'A pinch of salt', 'A pinch of cardamom powder', '1/2  ripe banana, chopped', 'For coconut jaggery cream:', '1 cup coconut milk', '2 tbsp jaggery powder']",https://food.ndtv.com/recipe-banana-coconut-idli-954482
Banana Kheer Recipe,20 mins,05 mins,15 mins,2.0,Easy,"['2 Cups milk', '1 cup mashed banana', 'Sliced banana, to garnish', '1/2 tsp cardamom powder', '2 strands kesar (optional)', 'Jaggery powder, as per taste', 'Half cup roughly chopped nuts (of your choice)']",https://food.ndtv.com/recipe-banana-kheer-958056
Banana Phirni Tartlets with Fresh Strawberries Recipe,1 hr 30 mins,10 mins,1 hr 20 mins,2.0,Medium,"['1 Cup Basmati rice (soaked in water)', '1/2 cup Milk', '1/4 tsp Cardamom powder', '2-3 cups Milk', '3-4 strands  Saffron', '2 tbsp Sugar', '1  Banana', '100 gram Fresh strawberries', 'For Tarts:', '250 gram Plain flour', '125 gram Butter (chilled), chopped', '1/3 cup Castor sugar', '1  Egg yolk', '1 tbsp Chilled water']",https://food.ndtv.com/recipe-banana-phirni-tartlets-with-fresh-strawberries-952180
Baqarkhani Roti Recipe,1 hr 25 mins,25 mins,1 hr,6.0,Expert,"['Oven Temp: 375 F-190 C', '4 Cups Refined flour', '1 1/2 tsp Baking powder', '1 Cup Ghee', '1 tsp Salt', '1 Tbsp Sugar', '1 Cup Milk', '2 Tbsp Raisins', '1 Cup Almonds, sliced', '1 tsp Screw pine (kewra) essence', 'To sprinkle  Poppy seeds (khus khus)']",https://food.ndtv.com/recipe-baqarkhani-roti-98862
Barbecue Fish Tikka Recipe,10 hrs 30 mins,30 mins,10 hrs,12.0,Easy,"['Boneless Fish', '600 gram Yogurt', '200 gram Red chilli powder', 'A pinch of Garam masala', '1/2 tsp Lemon juice', '1  Garlic clove', '2  Cloves', '1/2 inch  Ginger', 'A pinch of Chaat masala']",https://food.ndtv.com/recipe-barbecue-fish-tikka-98881
Barfi Modak Recipe,20 mins,10 mins,10 mins,2.0,Medium,"['125 Gram Kaju paste', '100 gram Khoya', '100 gram Sugar', '2 gram Elaichi', '25 gram Pista', '1  Silver varq', '10 gram Almonds, sliced', '10 gram Pista, sliced', '300 ml Milk', '100 gram Ghee', 'Kesar']",https://food.ndtv.com/recipe-barfi-modak-952568
Barley And Moong Dal Khichdi Recipe,20 mins,10 mins,10 mins,2.0,Easy,"['1/2 Tbsp Mustard Seeds', '1/2 tbsp Cumin Seeds', 'A pinch of Asafoetida', '1/2 tsp Turmeric', '1 tsp Ghee', '1/2 cup Moong dal (soaked)', '1/2 cup Barley(soaked)', '1/2 cup French Beans', '1/2 cup Carrot', '2 cups water', '1/2 tsp Black Pepper']",https://food.ndtv.com/recipe-barley-and-moong-dal-khichdi-955058
Basanti Pulao Recipe,1 hr 05 mins,20 mins,45 mins,2.0,Medium,"['3 Cups rice (cleaned, washed and smeared with ghee and turmeric)', '30  Cashew nuts', '30  Raisins', '4 inch  cinnamon stick (Dalchini', '2  Cardamom seeds', '3  Cloves', '3  Bay leaves', '2 1/2 tsp turmeric powder', '2 tsp ginger, grated', '1 tbsp sugar', '2 tbsp ghee', 'Vegetable oil']",https://food.ndtv.com/recipe-basanti-pulao-952744
Basundi Recipe,45 mins,10 mins,35 mins,4.0,Easy,"['1 Litre full fat milk', '1/2 cup sugar', '3  Cardamom pods', '5  almonds, blanched', '3  pistachios (skinned)', '10-15  Saffron threads']",https://food.ndtv.com/recipe-basundi-1-466093
Batata Pattice Recipe,55 mins,15 mins,40 mins,12.0,Easy,"['1 Cup Shelled peas (mashed), boiled', '1 tbsp Oil', '1 tsp Mustard seeds', '1/8  Asafoetida', '1 1/2 tsp Salt', '1 tsp Coriander seeds, powdered', '1 tbsp Lemon juice', '1 tsp Sugar', '1 tbsp Coriander leaves, chopped', '1 tsp Green chillies, finely chopped', '500 gram Potatoes (boiled in their jackets), peeled', '1 slice  White bread (crusts removed)', '1 tsp Salt', '1/4 tsp Black pepper, powdered', '1/4 cup Cream of wheat (soojee, to coat)', 'For frying  Oil']",https://food.ndtv.com/recipe-batata-pattice-98958
Bebinca Recipe,1 hr 05 mins,05 mins,1 hr,4.0,Intermediate,"['200 Gram Refined flour', '10  Egg yolks', '500 gram Sugar', '200 ml Coconut milk', '5 gram Nutmeg powder', '200 gram Butter']",https://food.ndtv.com/recipe-bebinca-218328
Beej ki Barfi Recipe,1 hr 10 mins,10 mins,1 hr,13.0,Easy,"['1/2 cup melon seeds', '1 tbsp ghee (clarified butter)', '1/4 cup khoya', '1/2 cup sugar', '1/2 cup water', 'A greased plate to set the barfee in']",https://food.ndtv.com/recipe-beej-ki-barfee-2-554243
Beetroot Halwa Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['300 gms Carrot Skin Peel', '300  Beetroot Skin Peel', '125  Mava', '125  Sugar', '25  Desi Ghee', '15  Cashewnuts', '1  Cardamom Powder', '10  Raisin', '7  Almond Flakes', '50  Milk']",https://food.ndtv.com/recipe-beetroot-halwa-958414
Beetroot Idli Fry Recipe,40 mins,10 mins,30 mins,2.0,Easy,"['For idlis -', '2 Cups rice', '1 Cups urad dal', '1 medium-sized beetroot, chopped', 'Oil for greasing idli plates', 'For frying –', '1 Medium onion, finely chopped', '2 green chillies, slit from middle', '1 tsp cumin seeds', '1/2 tsp mustard seeds', '1/2 tsp turmeric powder', 'Garam masala (optional)', 'Red chilli powder (as per taste levels)', 'Hing', '2-3 Tbsp ghee/oil', '5-6 curry leaves']",https://food.ndtv.com/recipe-beetroot-idli-fry-958470
Beetroot Kofta Curry Recipe,49 mins,15 mins,34 mins,2.0,Medium,"['100 Gram Beetroot', '5 gram Garlic', '50 gram Soft cheese (like Amul cheese)', '3 gram green chilli', '3 gram Cumin powder', '50 ml Vegetable oil for cooking', '20 gram Corn starch', 'Salt to taste', 'Vegetable oil for deep frying beetroot kofta', 'For Gravy', 'Ginger, chopped', '3  ginger, juliennes (for garnish)', '100 gram Tomatoes, chopped', '5 gram Green chillies', '50  gram Onions, chopped', '150 gram Beetroot', '20 gram Khova', '20 gram cashew nuts', '100 gram Tomato puree', '10 gram Cumin powder', '5 gram Turmeric powder', '15 gram Kashmiri chilli powder', '5 gram Kasuri methi', '50 ml oil (the same used for frying kofta)', '10 gram Cream', 'Salt to taste']",https://food.ndtv.com/recipe-beetroot-kofta-curry-958599
Beetroot Modak Recipe,40 mins,10 mins,30 mins,4.0,Medium,"['For modak:', '2 cup gram flour (besan)', '2 tbsp semolina (rava/sooji)', '1/4 tsp beetroot colour or two oven cooked beetroot paste', '1 1/2 cup water', 'Oil (for frying)', 'For sugar syrup:', '1 cup sugar', '1/2 cup water', '1/4 tsp cardamom powder', '1/2 tsp lemon juice', '2 tbsp cashews (kaju), chopped']",https://food.ndtv.com/recipe-beetroot-modak-953934
Beetroot Uttapam Recipe,25 mins,05 mins,20 mins,4.0,Easy,"['2 Cups idli/ dosa batter', '2 small Beetroots', '1  Onion, finely chopped', '1 small Tomato , finely chopped', '1/2  Capsicum, finely chopped', '3  Green Chillies, finely chopped', 'Oil for cooking', 'Salt to taste', 'Coriander leaves for garnish']",https://food.ndtv.com/recipe-beetroot-uttapam-957907
Bengali Style Chana Dal Recipe,30 mins,10 mins,20 mins,2.0,Easy,"['1 Cup chana Dal', '1 tsp ghee', '1/2 cup coconut, chopped', '1 sticks cinnamon', '1  Bay Leaf', '1  Clove', '1/4 cup raisins', '1/2 tsp turmeric', '1/2 tsp salt', 'A pinch of sugar', '2 1/2 cups water', 'For Tadka', '1 tsp ghee', '1 tsp cumin seeds', '2  Bay leaves', '2  Cloves', '1  Cinnamon sticks', '4  Cardamom', '2  Whole red chilli']",https://food.ndtv.com/recipe-bengali-style-chana-dal-951166
Berry Kanji Recipe,40 mins,10 mins,30 mins,1.0,Easy,"['50 Gram Frozen berry', '2 gram Hing', '2 gram Ajwain', '5 gram Black salt', '5 gram Salt', '2 gram Chaat Masala', 'For smoke  Charcoal', '6 buds  Cloves', '6 nos Cardamom', '5 ml Oil', 'Few sprigs  Mint', '1 nos Lemon']",https://food.ndtv.com/recipe-berry-kaanji-952084
Besan Ke Laddoo Recipe,1 hr,45 mins,15 mins,2.0,Easy,"['2 Cups gram flour (coarse)', '6-8  Cashew nuts', '6-8  Almonds', '1/2 cup ghee', '1/2 tsp green cardamom powder', '1/3 cup low-calorie sweetener']",https://food.ndtv.com/recipe-besan-ke-laddoo-954371
Besan Ke Ladoo (Laddu) Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,10.0,Easy,"['2 Cups gram flour', '1/2 cup ghee', '3/4 cup sugar, powdered', '1/4 tsp green cardamom, powdered', 'for garnishing almonds, blanched', 'for garnishing pistachios, blanched']",https://food.ndtv.com/recipe-besan-ke-ladoo-laddu-218805
Besan Ki Barfi Recipe,1 hr 10 mins,10 mins,1 hr,10.0,Easy,"['2 Cups besan', '1 cup sugar', '1/2 cup water', '1 cup ghee', 'almonds (sliced) to decorate, blanched', 'Greased tray']",https://food.ndtv.com/recipe-besan-ki-barfi-100465
Bhang Gujiya Recipe,21 mins,20 mins,01 mins,8.0,Easy,"['For Gujiya:', '4 cups All Purpose Flour', '1½ cup Ghee', '¼  cup Water', 'For Filling:', '1 cup Sugar', '200 gram Khoya', '1 tbsp Bhang Seed Powder', '1 tbsp Almonds , chopped', '1/4 cup Semolina', '1/4 tsp Green Cardamom']",https://food.ndtv.com/recipe-bhang-gujiya-957903
Bhang Peda Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['2 Tbsp bhang powder', '1 cup mawa', '1/2 cup sugar', '2 tbsp pistachios', '1/2 cup ghee']",https://food.ndtv.com/recipe-bhang-peda-953492
Bhapa Doi  Recipe,25 mins,05 mins,20 mins,2.0,Easy,"['2 Cups Yoghurt', '1 Cup Condensed Milk', '1/4 tsp Cardamom Powder', '2 Tbsp Saffron Milk', '2 Gram Nuts']",https://food.ndtv.com/recipe-bhapa-doi-958400
Bhindi ka Salan Recipe,40 mins,10 mins,30 mins,4.0,Easy,"['3  onions', 'Oil', '10-15  Bhindi', '5 tsp ginger-garlic paste', '1 cup yogurt', '1 tsp yellow chilli powder', '1/2 tsp coriander seed powder', 'A pinch of turmeric', '1 tsp cumin powder', '1/2 tsp cardamom powder', 'A pinch of mace powder (javitri)', '1/2 tsp black cardamom powder', '1/4 tsp saunf powder', '1/2 cup water']",https://food.ndtv.com/recipe-bhindi-ka-salan-411043
Bhuni Raan Recipe,1 hr 20 mins,10 mins,1 hr 10 mins,2.0,Medium,"['1 1/2 Kg Mutton leg', '4 tbsp Oil', '2 tsp Salt', '1/2 cup Malt vinegar', '5 cm  Ginger piece (ground into paste)', '8-10  Garlic cloves (ground into paste)', '1 tsp Cumin powder', '2 tsp Coriander powder', '1 tsp Garam masala', '1 tsp Red chilli powder', '1 cup Yogurt']",https://food.ndtv.com/recipe-bhuni-raan-558915
